user,item,title,rating
363,802,Hard Target (1993),2
337,1133,Escape to Witch Mountain (1975),4
7,82,Jurassic Park (1993),3
28,228,Star Trek: The Wrath of Khan (1982),5
151,1197,"Family Thing, A (1996)",5
64,38,"Net, The (1995)",3
25,151,Willy Wonka and the Chocolate Factory (1971),4
262,98,"Silence of the Lambs, The (1991)",4
181,125,Phenomenon (1996),3
97,97,Dances with Wolves (1990),5
385,606,All About Eve (1950),4
62,235,Mars Attacks! (1996),4
271,192,Raging Bull (1980),5
20,69,Forrest Gump (1994),1
81,274,Sabrina (1995),3
271,328,Conspiracy Theory (1997),2
261,1025,Fire Down Below (1997),5
363,134,Citizen Kane (1941),2
70,211,M*A*S*H (1970),3
201,406,Thinner (1996),1
92,189,"Grand Day Out, A (1992)",4
92,191,Amadeus (1984),4
77,210,Indiana Jones and the Last Crusade (1989),3
95,204,Back to the Future (1985),5
372,635,"Fog, The (1980)",5
239,497,Bringing Up Baby (1938),4
89,716,Home for the Holidays (1995),3
13,514,Annie Hall (1977),5
374,125,Phenomenon (1996),5
332,97,Dances with Wolves (1990),5
339,478,"Philadelphia Story, The (1940)",5
249,121,Independence Day (ID4) (1996),3
152,162,On Golden Pond (1981),5
222,7,Twelve Monkeys (1995),5
360,14,"Postino, Il (1994)",5
374,1028,Grumpier Old Men (1995),1
85,1153,Backbeat (1993),4
145,928,"Craft, The (1996)",3
106,86,"Remains of the Day, The (1993)",3
298,993,Hercules (1997),4
151,489,Notorious (1946),5
102,358,Spawn (1997),3
68,50,Star Wars (1977),5
374,292,Rosewood (1997),4
56,746,Real Genius (1985),4
151,231,Batman Returns (1992),1
9,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),5
113,976,Solo (1996),5
295,215,Field of Dreams (1989),5
347,300,Air Force One (1997),5
13,752,"Replacement Killers, The (1998)",1
303,582,"Piano, The (1993)",4
194,58,Quiz Show (1994),4
168,25,"Birdcage, The (1996)",5
311,188,Full Metal Jacket (1987),4
330,275,Sense and Sensibility (1995),5
360,134,Citizen Kane (1941),5
11,744,Michael Collins (1996),4
158,825,"Arrival, The (1996)",4
215,210,Indiana Jones and the Last Crusade (1989),4
311,402,Ghost (1990),4
142,89,Blade Runner (1982),3
330,255,My Best Friend's Wedding (1997),4
280,420,Alice in Wonderland (1951),3
387,56,Pulp Fiction (1994),5
260,326,G.I. Jane (1997),5
90,611,Laura (1944),5
263,318,Schindler's List (1993),5
96,478,"Philadelphia Story, The (1940)",2
303,476,"First Wives Club, The (1996)",3
58,193,"Right Stuff, The (1983)",3
1,210,Indiana Jones and the Last Crusade (1989),4
181,368,Bio-Dome (1996),1
59,692,"American President, The (1995)",3
58,1069,Amateur (1994),2
178,1283,Out to Sea (1997),3
327,127,"Godfather, The (1972)",4
253,282,"Time to Kill, A (1996)",4
201,673,Cape Fear (1962),3
201,1427,Drunks (1995),2
145,924,White Squall (1996),2
232,96,Terminator 2: Judgment Day (1991),5
77,69,Forrest Gump (1994),3
246,469,Short Cuts (1993),3
342,191,Amadeus (1984),5
18,185,Psycho (1960),3
174,29,Batman Forever (1995),2
343,951,"Indian in the Cupboard, The (1995)",1
318,12,"Usual Suspects, The (1995)",4
181,1385,Roseanna's Grave (For Roseanna) (1997),1
259,180,Apocalypse Now (1979),5
328,483,Casablanca (1942),5
219,546,Broken Arrow (1996),4
54,273,Heat (1995),4
13,857,Paris Was a Woman (1995),3
296,485,My Fair Lady (1964),5
178,89,Blade Runner (1982),4
364,690,Seven Years in Tibet (1997),4
112,678,Volcano (1997),3
292,484,"Maltese Falcon, The (1941)",5
10,156,Reservoir Dogs (1992),4
265,742,Ransom (1996),5
354,508,"People vs. Larry Flynt, The (1996)",3
308,822,Faces (1968),4
373,241,"Last of the Mohicans, The (1992)",5
276,941,With Honors (1994),3
328,148,"Ghost and the Darkness, The (1996)",3
6,458,Nixon (1995),1
178,286,"English Patient, The (1996)",3
82,310,"Rainmaker, The (1997)",4
303,183,Alien (1979),5
339,231,Batman Returns (1992),2
359,751,Tomorrow Never Dies (1997),4
200,174,Raiders of the Lost Ark (1981),5
336,208,Young Frankenstein (1974),2
378,151,Willy Wonka and the Chocolate Factory (1971),3
213,684,In the Line of Fire (1993),4
381,647,Ran (1985),4
354,268,Chasing Amy (1997),4
36,882,Washington Square (1997),5
270,218,Cape Fear (1991),5
62,118,Twister (1996),2
198,184,Army of Darkness (1993),3
363,237,Jerry Maguire (1996),2
94,222,Star Trek: First Contact (1996),3
151,736,Shadowlands (1993),4
6,199,"Bridge on the River Kwai, The (1957)",4
378,793,Crooklyn (1994),3
332,235,Mars Attacks! (1996),3
294,826,"Phantom, The (1996)",1
363,270,Gattaca (1997),2
150,50,Star Wars (1977),5
295,498,"African Queen, The (1951)",5
366,448,"Omen, The (1976)",5
36,682,I Know What You Did Last Summer (1997),1
311,515,"Boot, Das (1981)",4
348,975,Fear (1996),4
118,436,"American Werewolf in London, An (1981)",5
92,190,Henry V (1989),4
280,449,Star Trek: The Motion Picture (1979),3
291,72,"Mask, The (1994)",4
13,615,"39 Steps, The (1935)",4
310,257,Men in Black (1997),5
5,227,Star Trek VI: The Undiscovered Country (1991),4
358,643,The Innocent (1994),3
303,67,Ace Ventura: Pet Detective (1994),5
345,221,Breaking the Waves (1996),5
276,366,Dangerous Minds (1995),3
385,221,Breaking the Waves (1996),5
174,66,While You Were Sleeping (1995),5
201,193,"Right Stuff, The (1983)",3
56,51,Legends of the Fall (1994),3
72,265,"Hunt for Red October, The (1990)",4
342,56,Pulp Fiction (1994),5
276,840,Last Man Standing (1996),3
361,498,"African Queen, The (1951)",4
249,172,"Empire Strikes Back, The (1980)",3
293,158,Weekend at Bernie's (1989),2
85,300,Air Force One (1997),3
21,121,Independence Day (ID4) (1996),1
330,485,My Fair Lady (1964),5
328,231,Batman Returns (1992),2
92,129,Bound (1996),4
369,948,Booty Call (1997),2
299,1039,Hamlet (1996),4
56,391,Last Action Hero (1993),3
322,318,Schindler's List (1993),4
373,420,Alice in Wonderland (1951),4
316,289,Evita (1996),2
177,47,Ed Wood (1994),3
276,751,Tomorrow Never Dies (1997),4
48,266,Kull the Conqueror (1997),3
385,524,"Great Dictator, The (1940)",5
109,472,Dragonheart (1996),2
69,333,"Game, The (1997)",3
224,223,Sling Blade (1996),3
49,101,Heavy Metal (1981),3
328,218,Cape Fear (1991),4
56,383,"Flintstones, The (1994)",2
264,153,"Fish Called Wanda, A (1988)",5
10,703,Widows' Peak (1994),5
296,846,To Gillian on Her 37th Birthday (1996),2
215,238,Raising Arizona (1987),2
92,31,Crimson Tide (1995),4
270,13,Mighty Aphrodite (1995),4
305,557,Farinelli: il castrato (1994),4
59,169,"Wrong Trousers, The (1993)",4
365,287,Marvin's Room (1996),4
387,218,Cape Fear (1991),3
75,137,Big Night (1996),4
178,367,Clueless (1995),4
92,11,Seven (Se7en) (1995),4
208,381,Muriel's Wedding (1994),3
23,229,Star Trek III: The Search for Spock (1984),3
58,275,Sense and Sensibility (1995),5
15,148,"Ghost and the Darkness, The (1996)",3
18,186,"Blues Brothers, The (1980)",4
1,184,Army of Darkness (1993),4
87,96,Terminator 2: Judgment Day (1991),5
119,742,Ransom (1996),5
13,720,First Knight (1995),4
94,1044,"Paper, The (1994)",4
295,226,Die Hard 2 (1990),4
169,260,Event Horizon (1997),1
387,180,Apocalypse Now (1979),4
339,673,Cape Fear (1962),5
326,566,Clear and Present Danger (1994),4
357,7,Twelve Monkeys (1995),3
115,511,Lawrence of Arabia (1962),5
151,503,"Candidate, The (1972)",3
323,332,Kiss the Girls (1997),3
110,779,Drop Zone (1994),3
291,28,Apollo 13 (1995),4
360,195,"Terminator, The (1984)",3
178,99,Snow White and the Seven Dwarfs (1937),4
158,176,Aliens (1986),4
201,596,"Hunchback of Notre Dame, The (1996)",4
22,176,Aliens (1986),5
195,831,Escape from L.A. (1996),2
6,183,Alien (1979),4
286,738,Threesome (1994),5
184,231,Batman Returns (1992),3
199,988,"Beautician and the Beast, The (1997)",1
263,294,Liar Liar (1997),2
293,425,Bob Roberts (1992),4
13,887,Eve's Bayou (1997),5
43,596,"Hunchback of Notre Dame, The (1996)",3
1,157,Platoon (1986),4
181,10,Richard III (1995),2
366,672,Candyman (1992),5
13,683,Rocket Man (1997),1
230,607,Rebecca (1940),3
266,272,Good Will Hunting (1997),4
323,245,"Devil's Own, The (1997)",2
194,215,Field of Dreams (1989),3
168,472,Dragonheart (1996),3
346,546,Broken Arrow (1996),4
99,676,"Crucible, The (1996)",4
21,758,Lawnmower Man 2: Beyond Cyberspace (1996),1
303,186,"Blues Brothers, The (1980)",4
310,14,"Postino, Il (1994)",5
268,139,"Love Bug, The (1969)",2
270,295,Breakdown (1997),5
263,134,Citizen Kane (1941),5
388,313,Titanic (1997),5
207,1226,Night Falls on Manhattan (1997),2
267,552,Species (1995),3
90,100,Fargo (1996),5
11,9,Dead Man Walking (1995),5
354,175,Brazil (1985),5
43,49,I.Q. (1994),4
92,581,Kalifornia (1993),4
321,135,2001: A Space Odyssey (1968),4
265,125,Phenomenon (1996),4
80,269,"Full Monty, The (1997)",3
60,493,"Thin Man, The (1934)",5
79,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),4
72,509,My Left Foot (1989),4
373,427,To Kill a Mockingbird (1962),4
62,232,Young Guns (1988),3
327,233,Under Siege (1992),3
246,1101,Six Degrees of Separation (1993),5
236,596,"Hunchback of Notre Dame, The (1996)",4
269,139,"Love Bug, The (1969)",1
178,204,Back to the Future (1985),4
387,514,Annie Hall (1977),3
222,780,Dumb & Dumber (1994),3
37,24,Rumble in the Bronx (1995),4
49,143,"Sound of Music, The (1965)",3
235,135,2001: A Space Odyssey (1968),4
385,4,Get Shorty (1995),2
89,694,Persuasion (1995),5
268,209,This Is Spinal Tap (1984),4
13,269,"Full Monty, The (1997)",2
59,202,Groundhog Day (1993),4
378,272,Good Will Hunting (1997),4
225,143,"Sound of Music, The (1965)",2
386,455,Jackie Chan's First Strike (1996),3
119,209,This Is Spinal Tap (1984),4
272,22,Braveheart (1995),5
286,354,"Wedding Singer, The (1998)",4
190,269,"Full Monty, The (1997)",4
374,122,"Cable Guy, The (1996)",2
178,465,"Jungle Book, The (1994)",3
38,94,Home Alone (1990),5
374,581,Kalifornia (1993),4
178,244,Smilla's Sense of Snow (1997),1
29,1018,Tie Me Up! Tie Me Down! (1990),4
359,831,Escape from L.A. (1996),3
92,98,"Silence of the Lambs, The (1991)",5
244,168,Monty Python and the Holy Grail (1974),5
76,64,"Shawshank Redemption, The (1994)",5
344,1007,Waiting for Guffman (1996),4
387,199,"Bridge on the River Kwai, The (1957)",4
193,33,Desperado (1995),3
292,628,Sleepers (1996),3
280,576,Cliffhanger (1993),3
238,1190,That Old Feeling (1997),3
290,164,"Abyss, The (1989)",4
380,132,"Wizard of Oz, The (1939)",4
83,768,Casper (1995),4
248,515,"Boot, Das (1981)",5
178,183,Alien (1979),4
178,342,"Man Who Knew Too Little, The (1997)",4
373,89,Blade Runner (1982),5
122,191,Amadeus (1984),5
174,862,Jingle All the Way (1996),1
297,273,Heat (1995),4
378,1180,I Love Trouble (1994),3
299,1020,Gaslight (1944),4
184,511,Lawrence of Arabia (1962),4
301,31,Crimson Tide (1995),3
178,1169,Fresh (1994),4
276,1044,"Paper, The (1994)",3
321,276,Leaving Las Vegas (1995),3
195,1089,Speed 2: Cruise Control (1997),4
1,201,Evil Dead II (1987),3
239,1192,"Boys of St. Vincent, The (1993)",1
149,308,FairyTale: A True Story (1997),2
234,1149,Walkabout (1971),3
331,653,Touch of Evil (1958),3
344,244,Smilla's Sense of Snow (1997),3
134,339,Mad City (1997),2
128,322,Murder at 1600 (1997),2
30,255,My Best Friend's Wedding (1997),4
178,566,Clear and Present Danger (1994),4
83,932,First Kid (1996),4
200,685,Executive Decision (1996),4
310,274,Sabrina (1995),3
389,955,Before Sunrise (1995),4
65,661,High Noon (1952),4
330,208,Young Frankenstein (1974),5
363,163,"Return of the Pink Panther, The (1974)",3
208,211,M*A*S*H (1970),5
198,748,"Saint, The (1997)",2
179,272,Good Will Hunting (1997),5
273,690,Seven Years in Tibet (1997),4
85,492,East of Eden (1955),4
121,126,"Spitfire Grill, The (1996)",3
14,813,"Celluloid Closet, The (1995)",2
264,672,Candyman (1992),3
340,265,"Hunt for Red October, The (1990)",5
280,690,Seven Years in Tibet (1997),2
314,1220,Higher Learning (1995),5
67,827,Daylight (1996),3
194,471,Courage Under Fire (1996),3
18,463,"Secret of Roan Inish, The (1994)",4
308,45,Eat Drink Man Woman (1994),4
89,93,Welcome to the Dollhouse (1995),2
267,575,City Slickers II: The Legend of Curly's Gold (1994),3
222,125,Phenomenon (1996),5
268,978,Heaven's Prisoners (1996),2
210,25,"Birdcage, The (1996)",4
302,307,"Devil's Advocate, The (1997)",4
207,540,Money Train (1995),3
15,864,My Fellow Americans (1996),4
125,116,Cold Comfort Farm (1995),4
62,225,101 Dalmatians (1996),3
260,682,I Know What You Did Last Summer (1997),4
299,100,Fargo (1996),3
351,313,Titanic (1997),5
356,272,Good Will Hunting (1997),5
297,143,"Sound of Music, The (1965)",5
288,300,Air Force One (1997),5
249,174,Raiders of the Lost Ark (1981),4
385,367,Clueless (1995),4
373,625,"Sword in the Stone, The (1963)",4
387,414,My Favorite Year (1982),4
381,191,Amadeus (1984),5
309,324,Lost Highway (1997),3
45,15,Mr. Holland's Opus (1995),4
56,56,Pulp Fiction (1994),5
55,254,Batman & Robin (1997),2
318,105,Sgt. Bilko (1996),1
95,554,Waterworld (1995),3
41,69,Forrest Gump (1994),4
379,520,"Great Escape, The (1963)",5
184,766,Man of the Year (1995),3
201,544,Things to Do in Denver when You're Dead (1995),2
243,387,"Age of Innocence, The (1993)",4
293,401,"Brady Bunch Movie, The (1995)",1
6,499,Cat on a Hot Tin Roof (1958),4
321,124,Lone Star (1996),3
172,183,Alien (1979),5
76,1158,"Fille seule, La (A Single Girl) (1995)",4
197,690,Seven Years in Tibet (1997),3
16,418,Cinderella (1950),5
299,216,When Harry Met Sally... (1989),5
99,1067,Bottle Rocket (1996),4
340,186,"Blues Brothers, The (1980)",4
64,1139,Hackers (1995),1
181,834,Halloween: The Curse of Michael Myers (1995),3
246,1,Toy Story (1995),4
80,194,"Sting, The (1973)",3
128,238,Raising Arizona (1987),4
201,684,In the Line of Fire (1993),3
371,24,Rumble in the Bronx (1995),4
95,403,Batman (1989),1
174,1053,Now and Then (1995),5
85,449,Star Trek: The Motion Picture (1979),4
387,692,"American President, The (1995)",1
234,210,Indiana Jones and the Last Crusade (1989),3
21,860,"Believers, The (1987)",2
72,504,Bonnie and Clyde (1967),4
13,124,Lone Star (1996),5
3,345,Deconstructing Harry (1997),3
344,288,Scream (1996),4
254,967,Little Lord Fauntleroy (1936),3
326,399,"Three Musketeers, The (1993)",4
246,588,Beauty and the Beast (1991),4
272,498,"African Queen, The (1951)",4
235,193,"Right Stuff, The (1983)",5
237,83,Much Ado About Nothing (1993),4
181,1017,Trees Lounge (1996),1
281,877,Excess Baggage (1997),4
99,100,Fargo (1996),5
141,225,101 Dalmatians (1996),3
296,172,"Empire Strikes Back, The (1980)",5
89,121,Independence Day (ID4) (1996),5
259,313,Titanic (1997),5
6,197,"Graduate, The (1967)",5
128,151,Willy Wonka and the Chocolate Factory (1971),3
347,588,Beauty and the Beast (1991),3
7,177,"Good, The Bad and The Ugly, The (1966)",4
334,170,Cinema Paradiso (1988),3
234,928,"Craft, The (1996)",2
102,443,"Birds, The (1963)",3
7,471,Courage Under Fire (1996),4
141,405,Mission: Impossible (1996),3
31,514,Annie Hall (1977),5
271,258,Contact (1997),3
254,610,Gigi (1958),2
236,237,Jerry Maguire (1996),4
52,287,Marvin's Room (1996),5
214,50,Star Wars (1977),3
315,504,Bonnie and Clyde (1967),3
61,1127,"Truman Show, The (1998)",4
181,1057,"Pallbearer, The (1996)",2
312,919,"City of Lost Children, The (1995)",3
87,39,Strange Days (1995),3
63,1008,I Shot Andy Warhol (1996),3
85,108,Kids in the Hall: Brain Candy (1996),2
256,181,Return of the Jedi (1983),4
279,571,Another Stakeout (1993),4
26,117,"Rock, The (1996)",3
290,432,Fantasia (1940),5
236,1013,Anaconda (1997),2
387,520,"Great Escape, The (1963)",4
119,109,Mystery Science Theater 3000: The Movie (1996),5
346,809,Rising Sun (1993),3
339,523,Cool Hand Luke (1967),5
222,529,My Life as a Dog (Mitt liv som hund) (1985),2
230,8,Babe (1995),5
329,338,Bean (1997),2
184,647,Ran (1985),5
292,855,Diva (1981),5
60,207,Cyrano de Bergerac (1990),3
246,895,Scream 2 (1997),5
231,252,"Lost World: Jurassic Park, The (1997)",4
144,762,Beautiful Girls (1996),3
254,755,Jumanji (1995),3
5,397,Striking Distance (1993),2
303,473,James and the Giant Peach (1996),4
151,203,Unforgiven (1992),3
168,117,"Rock, The (1996)",5
323,151,Willy Wonka and the Chocolate Factory (1971),4
90,995,"Kiss Me, Guido (1997)",4
354,657,"Manchurian Candidate, The (1962)",4
372,200,"Shining, The (1980)",5
339,67,Ace Ventura: Pet Detective (1994),3
284,328,Conspiracy Theory (1997),4
349,847,Looking for Richard (1996),4
177,508,"People vs. Larry Flynt, The (1996)",4
289,24,Rumble in the Bronx (1995),4
262,195,"Terminator, The (1984)",2
318,419,Mary Poppins (1964),5
1,150,Swingers (1996),5
380,177,"Good, The Bad and The Ugly, The (1966)",3
23,549,Rob Roy (1995),3
65,173,"Princess Bride, The (1987)",3
56,435,Butch Cassidy and the Sundance Kid (1969),3
210,403,Batman (1989),4
147,340,Boogie Nights (1997),4
339,28,Apollo 13 (1995),4
12,753,Burnt By the Sun (1994),5
2,308,FairyTale: A True Story (1997),3
264,283,Emma (1996),5
345,315,Apt Pupil (1998),5
193,111,"Truth About Cats & Dogs, The (1996)",1
301,7,Twelve Monkeys (1995),4
373,68,"Crow, The (1994)",5
94,38,"Net, The (1995)",2
357,833,Bulletproof (1996),4
26,237,Jerry Maguire (1996),3
316,197,"Graduate, The (1967)",4
293,164,"Abyss, The (1989)",4
217,226,Die Hard 2 (1990),1
145,413,Tales from the Crypt Presents: Bordello of Blood (1996),3
371,177,"Good, The Bad and The Ugly, The (1966)",4
286,477,Matilda (1996),3
74,150,Swingers (1996),3
178,195,"Terminator, The (1984)",4
321,527,Gandhi (1982),3
337,742,Ransom (1996),5
90,190,Henry V (1989),5
56,189,"Grand Day Out, A (1992)",4
325,403,Batman (1989),2
336,845,That Thing You Do! (1996),1
13,802,Hard Target (1993),2
64,202,Groundhog Day (1993),4
181,1087,Bloodsport 2 (1995),1
296,281,"River Wild, The (1994)",2
387,58,Quiz Show (1994),4
293,720,First Knight (1995),1
183,1217,Assassins (1995),3
204,1194,Once Were Warriors (1994),4
329,300,Air Force One (1997),4
124,226,Die Hard 2 (1990),4
43,516,Local Hero (1983),5
181,846,To Gillian on Her 37th Birthday (1996),3
308,755,Jumanji (1995),3
204,482,Some Like It Hot (1959),4
196,111,"Truth About Cats & Dogs, The (1996)",4
200,743,"Crow: City of Angels, The (1996)",3
94,942,What's Love Got to Do with It (1993),4
383,319,Everyone Says I Love You (1996),2
49,1078,Oliver & Company (1988),1
268,357,One Flew Over the Cuckoo's Nest (1975),4
389,176,Aliens (1986),4
343,118,Twister (1996),2
233,205,Patton (1970),4
328,693,Casino (1995),2
17,245,"Devil's Own, The (1997)",2
178,8,Babe (1995),4
367,17,From Dusk Till Dawn (1996),5
7,450,Star Trek V: The Final Frontier (1989),4
118,853,Braindead (1992),5
28,222,Star Trek: First Contact (1996),5
224,704,"House of the Spirits, The (1993)",3
290,755,Jumanji (1995),4
312,131,Breakfast at Tiffany's (1961),5
389,109,Mystery Science Theater 3000: The Movie (1996),3
82,529,My Life as a Dog (Mitt liv som hund) (1985),4
301,686,"Perfect World, A (1993)",4
158,149,Jude (1996),3
270,747,Benny & Joon (1993),5
262,237,Jerry Maguire (1996),3
190,222,Star Trek: First Contact (1996),4
271,510,"Magnificent Seven, The (1954)",4
207,328,Conspiracy Theory (1997),2
87,229,Star Trek III: The Search for Spock (1984),4
293,845,That Thing You Do! (1996),2
94,1,Toy Story (1995),4
11,185,Psycho (1960),4
373,596,"Hunchback of Notre Dame, The (1996)",3
334,1010,Basquiat (1996),5
385,79,"Fugitive, The (1993)",3
297,257,Men in Black (1997),3
330,97,Dances with Wolves (1990),5
378,162,On Golden Pond (1981),4
222,368,Bio-Dome (1996),1
326,210,Indiana Jones and the Last Crusade (1989),3
49,406,Thinner (1996),2
234,87,Searching for Bobby Fischer (1993),3
233,568,Speed (1994),5
215,215,Field of Dreams (1989),3
109,393,Mrs. Doubtfire (1993),4
79,325,Crash (1996),5
271,866,Michael (1996),4
97,466,Red Rock West (1992),3
169,133,Gone with the Wind (1939),4
344,148,"Ghost and the Darkness, The (1996)",2
253,742,Ransom (1996),4
15,244,Smilla's Sense of Snow (1997),2
330,58,Quiz Show (1994),5
267,177,"Good, The Bad and The Ugly, The (1966)",5
342,257,Men in Black (1997),2
114,496,It's a Wonderful Life (1946),4
87,318,Schindler's List (1993),4
25,189,"Grand Day Out, A (1992)",5
113,322,Murder at 1600 (1997),3
5,444,"Blob, The (1958)",2
94,588,Beauty and the Beast (1991),4
232,1128,Heidi Fleiss: Hollywood Madam (1995) ,2
95,111,"Truth About Cats & Dogs, The (1996)",4
65,526,Ben-Hur (1959),4
158,62,Stargate (1994),5
201,325,Crash (1996),5
90,1197,"Family Thing, A (1996)",4
24,178,12 Angry Men (1957),5
311,965,Funny Face (1957),3
280,559,Interview with the Vampire (1994),3
73,100,Fargo (1996),4
110,384,Naked Gun 33 1/3: The Final Insult (1994),2
178,257,Men in Black (1997),5
201,527,Gandhi (1982),3
210,484,"Maltese Falcon, The (1941)",4
74,137,Big Night (1996),3
271,1101,Six Degrees of Separation (1993),4
380,1449,Pather Panchali (1955),4
360,303,Ulee's Gold (1997),3
323,282,"Time to Kill, A (1996)",3
381,495,Around the World in 80 Days (1956),4
215,222,Star Trek: First Contact (1996),4
328,661,High Noon (1952),5
145,592,True Crime (1995),3
293,76,Carlito's Way (1993),3
262,625,"Sword in the Stone, The (1963)",3
213,678,Volcano (1997),4
267,24,Rumble in the Bronx (1995),5
159,748,"Saint, The (1997)",3
130,240,Beavis and Butt-head Do America (1996),4
318,160,Glengarry Glen Ross (1992),3
363,426,"Transformers: The Movie, The (1986)",2
102,797,Timecop (1994),2
223,225,101 Dalmatians (1996),3
339,154,Monty Python's Life of Brian (1979),4
332,978,Heaven's Prisoners (1996),4
158,229,Star Trek III: The Search for Spock (1984),3
18,215,Field of Dreams (1989),3
134,259,George of the Jungle (1997),2
13,890,Mortal Kombat: Annihilation (1997),1
236,148,"Ghost and the Darkness, The (1996)",4
246,719,Canadian Bacon (1994),4
11,652,Rosencrantz and Guildenstern Are Dead (1990),4
107,340,Boogie Nights (1997),5
312,482,Some Like It Hot (1959),5
224,846,To Gillian on Her 37th Birthday (1996),4
106,285,Secrets & Lies (1996),4
313,578,Demolition Man (1993),3
94,537,My Own Private Idaho (1991),4
129,269,"Full Monty, The (1997)",4
314,406,Thinner (1996),3
336,239,Sneakers (1992),3
192,252,"Lost World: Jurassic Park, The (1997)",1
328,183,Alien (1979),5
224,287,Marvin's Room (1996),3
125,73,Maverick (1994),5
178,500,Fly Away Home (1996),4
71,923,Raise the Red Lantern (1991),5
130,1274,Robocop 3 (1993),2
186,257,Men in Black (1997),4
293,445,"Body Snatcher, The (1945)",4
312,269,"Full Monty, The (1997)",5
268,998,Cabin Boy (1994),1
168,257,Men in Black (1997),5
203,326,G.I. Jane (1997),4
347,328,Conspiracy Theory (1997),4
155,286,"English Patient, The (1996)",4
43,946,"Fox and the Hound, The (1981)",4
374,454,Bastard Out of Carolina (1996),4
164,926,Down Periscope (1996),2
291,179,"Clockwork Orange, A (1971)",5
320,1011,2 Days in the Valley (1996),3
313,405,Mission: Impossible (1996),3
82,414,My Favorite Year (1982),4
181,819,Eddie (1996),3
201,1039,Hamlet (1996),3
130,541,Mortal Kombat (1995),3
237,479,Vertigo (1958),5
9,479,Vertigo (1958),4
295,1115,Twelfth Night (1996),5
279,432,Fantasia (1940),3
256,866,Michael (1996),4
305,178,12 Angry Men (1957),4
378,875,She's So Lovely (1997),3
269,985,Blood & Wine (1997),3
352,4,Get Shorty (1995),3
50,286,"English Patient, The (1996)",2
311,845,That Thing You Do! (1996),4
60,98,"Silence of the Lambs, The (1991)",4
84,7,Twelve Monkeys (1995),4
308,514,Annie Hall (1977),4
95,655,Stand by Me (1986),4
165,69,Forrest Gump (1994),3
174,288,Scream (1996),3
343,483,Casablanca (1942),5
296,151,Willy Wonka and the Chocolate Factory (1971),2
276,141,"20,000 Leagues Under the Sea (1954)",4
301,427,To Kill a Mockingbird (1962),4
181,928,"Craft, The (1996)",3
293,183,Alien (1979),4
5,402,Ghost (1990),1
378,4,Get Shorty (1995),3
279,1231,Marked for Death (1990),4
244,953,Unstrung Heroes (1995),4
334,316,As Good As It Gets (1997),4
279,1,Toy Story (1995),3
244,164,"Abyss, The (1989)",3
294,248,Grosse Pointe Blank (1997),5
114,182,GoodFellas (1990),3
178,271,Starship Troopers (1997),4
211,286,"English Patient, The (1996)",4
387,942,What's Love Got to Do with It (1993),4
278,22,Braveheart (1995),5
110,806,Menace II Society (1993),3
36,885,Phantoms (1998),5
135,443,"Birds, The (1963)",4
385,262,In the Company of Men (1997),4
91,181,Return of the Jedi (1983),5
357,291,Absolute Power (1997),4
254,504,Bonnie and Clyde (1967),3
123,255,My Best Friend's Wedding (1997),1
327,294,Liar Liar (1997),3
320,716,Home for the Holidays (1995),1
308,582,"Piano, The (1993)",3
264,381,Muriel's Wedding (1994),4
342,574,Boxing Helena (1993),1
361,286,"English Patient, The (1996)",5
268,7,Twelve Monkeys (1995),4
77,405,Mission: Impossible (1996),3
387,32,Crumb (1994),5
1,183,Alien (1979),5
49,231,Batman Returns (1992),3
380,587,"Hour of the Pig, The (1993)",4
248,186,"Blues Brothers, The (1980)",5
144,454,Bastard Out of Carolina (1996),3
221,128,Supercop (1992),3
22,222,Star Trek: First Contact (1996),4
201,77,"Firm, The (1993)",2
335,245,"Devil's Own, The (1997)",4
390,990,Anna Karenina (1997),4
136,19,Antonia's Line (1995),4
276,682,I Know What You Did Last Summer (1997),3
138,150,Swingers (1996),3
80,423,E.T. the Extra-Terrestrial (1982),3
308,433,Heathers (1989),5
218,12,"Usual Suspects, The (1995)",5
382,546,Broken Arrow (1996),2
269,70,Four Weddings and a Funeral (1994),1
326,452,Jaws 2 (1978),3
288,177,"Good, The Bad and The Ugly, The (1966)",3
128,48,Hoop Dreams (1994),4
85,45,Eat Drink Man Woman (1994),3
233,58,Quiz Show (1994),3
14,172,"Empire Strikes Back, The (1980)",5
386,121,Independence Day (ID4) (1996),3
13,153,"Fish Called Wanda, A (1988)",4
379,732,Dave (1993),5
345,903,Afterglow (1997),3
13,343,Alien: Resurrection (1997),1
322,194,"Sting, The (1973)",5
243,127,"Godfather, The (1972)",4
276,577,Coneheads (1993),2
314,399,"Three Musketeers, The (1993)",3
109,866,Michael (1996),4
248,153,"Fish Called Wanda, A (1988)",3
200,473,James and the Giant Peach (1996),4
109,91,"Nightmare Before Christmas, The (1993)",4
49,116,Cold Comfort Farm (1995),4
23,1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",3
198,241,"Last of the Mohicans, The (1992)",3
151,322,Murder at 1600 (1997),2
301,772,Kids (1995),3
297,102,"Aristocats, The (1970)",1
144,480,North by Northwest (1959),4
152,191,Amadeus (1984),5
186,44,Dolores Claiborne (1994),5
119,147,"Long Kiss Goodnight, The (1996)",4
196,580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",2
